cruise,station,date
AFR171,A21005,2002-11-06
AFR171,A21006,2002-11-06
AFR171,A21007,2002-11-06
AFR171,A021017,2002-11-07
AFR171,A21019,2002-11-07
AFR171,A21020,2002-11-07
AFR171,A21022,2002-11-07
AFR171,A21023,2002-11-07
AFR171,A21025,2002-11-07
AFR171,A21027,2002-11-07
AFR171,A21028,2002-11-08
AFR171,A21029,2002-11-08
AFR171,A21035,2002-11-08
AFR171,A21041,2002-11-08
AFR171,A21042,2002-11-09
AFR171,A21044,2002-11-09
AFR171,A21045,2002-11-09
AFR171,A21047,2002-11-09
AFR171,A21048,2002-11-09
AFR171,A21049,2002-11-09
AFR171,A21050,2002-11-09
AFR171,A21051,2002-11-09
AFR171,A21062,2002-11-10
AFR171,A21063,2002-11-10
AFR171,A21065,2002-11-10
AFR171,A21067,2002-11-10
AFR171,A21068,2002-11-10
AFR171,A21069,2002-11-10
AFR171,A21071,2002-11-10
AFR171,A21072,2002-11-10
AFR171,A21085,2002-11-11
AFR171,A21086,2002-11-12
AFR171,A21087,2002-11-12
AFR171,A21089,2002-11-12
AFR171,A21090,2002-11-12
AFR171,A21092,2002-11-12
AFR171,A21093,2002-11-12
AFR171,A21022,2002-11-13
AFR171,A21114,2002-11-14
AFR171,A21115,2002-11-14
AFR171,A21116,2002-11-14
AFR171,A21118,2002-11-14
AFR171,A21119,2002-11-14
AFR171,A21120,2002-11-14
AFR171,A21123,2002-11-15
AFR171,A21124,2002-11-15
AFR171,A21125,2002-11-15
AFR171,A21126,2002-11-15
AFR171,A21127,2002-11-15
AFR171,A21129,2002-11-15
AFR171,A21131,2002-11-15
AFR171,A21132,2002-11-15
AFR171,A21135,2002-11-15
AFR171,A21150,2002-11-16
AFR171,A21156,2002-11-17
AFR171,A21157,2002-11-17
AFR171,A21158,2002-11-17
AFR171,A21159,2002-11-17
AFR171,A21160,2002-11-17
AFR171,A21162,2002-11-17
AFR171,A21163,2002-11-17
AFR171,A21163,2002-11-18
AFR171,A21165,2002-11-18
AFR171,A21166,2002-11-18
AFR171,A21167,2002-11-18
AFR171,A21168,2002-11-18
AFR171,A21170,2002-11-18
AFR171,A21172,2002-11-18
AFR171,A21173,2002-11-18
AFR171,A21174,2002-11-18
AFR171,A21175,2002-11-18
AFR171,A21177,2002-11-18
AFR171,A21178,2002-11-18
AFR171,A21179,2002-11-18
AFR171,A21181,2002-11-18
AFR171,A21182,2002-11-18
AFR171,A21183,2002-11-19
AFR171,A21184,2002-11-19
AFR171,A21186,2002-11-19
AFR171,A21187,2002-11-19
AFR171,A21189,2002-11-19
AFR171,A21190,2002-11-19
AFR171,A21191,2002-11-19
AFR171,A21192,2002-11-19
AFR171,A21202,2002-11-22
AFR171,A21204,2002-11-22
AFR171,A21210,2002-11-22
AFR171,A21236,2002-11-25
AFR171,A21237,2002-11-25
AFR171,A21238,2002-11-25
AFR171,A21239,2002-11-25
AFR171,A21240,2002-11-25
AFR171,A21241,2002-11-25
AFR171,A21242,2002-11-25
AFR171,A21243,2002-11-25
AFR171,A21244,2002-11-25
AFR171,A21260,2002-11-29
AFR171,A21261,2002-11-29
AFR171,A21262,2002-11-29
AFR171,A21264,2002-11-29
AFR171,A21265,2002-11-29
AFR171,A21266,2002-11-29
AFR171,A20895,NA
AFR171,A20896,NA
AFR171,A20904,NA
AFR171,A20906,NA
AFR171,A20908,NA
AFR171,A20910,NA
AFR171,A20912,NA
AFR171,A20914,NA
AFR171,A20917,NA
AFR171,A20918,NA
AFR171,A20932,NA
AFR171,A20981,NA
AFR171,A20982,NA
AFR171,A20983,NA
AFR171,A20984,NA
AFR171,A20985,NA
AFR171,A20986,NA
AFR171,A20987,NA
AFR171,A20988,NA
AFR171,A20989,NA
AFR171,A20990,NA
AFR171,A20991,NA
AFR171,A20992,NA
AFR171,A20993,NA
AFR171,A20994,NA
AFR171,A21035,NA
AFR171,A21202,NA
AFR171,A21204,NA
AFR171,A21207,NA
AFR171,A21208,NA
AFR171,A21210,NA
AFR171,A21225,NA
AFR186,A22047,2003-10-21
AFR186,A22048,2003-10-21
AFR186,A22049,2003-10-21
AFR186,A22050,2003-10-21
AFR186,A22051,2003-10-21
AFR186,A22052,2003-10-21
AFR186,A22053,2003-10-21
AFR186,A22054,2003-10-21
AFR186,A22055,2003-10-21
AFR186,A22056,2003-10-22
AFR186,A22057,2003-10-22
AFR186,A22058,2003-10-22
AFR186,A22060,2003-10-22
AFR186,A22065,2003-10-22
AFR186,A22066,2003-10-22
AFR186,A22067,2003-10-22
AFR186,A22068,2003-10-22
AFR186,A22069,2003-10-22
AFR186,A22070,2003-10-23
AFR186,A22071,2003-10-23
AFR186,A22072,2003-10-23
AFR186,A22073,2003-10-23
AFR186,A22081,2003-10-24
AFR186,A22082,2003-10-24
AFR186,A22083,2003-10-24
AFR186,A22084,2003-10-24
AFR186,A22085,2003-10-24
AFR186,A22086,2003-10-24
AFR186,A22087,2003-10-24
AFR186,A22097,2003-10-25
AFR186,A22098,2003-10-25
AFR186,A22099,2003-10-25
AFR186,A22100,2003-10-25
AFR186,A22101,2003-10-25
AFR186,A22102,2003-10-25
AFR186,A22103,2003-10-25
AFR186,A22104,2003-10-25
AFR186,A22105,2003-10-25
AFR186,A22106,2003-10-26
AFR186,A22108,2003-10-26
AFR186,A22109,2003-10-26
AFR186,A22110,2003-10-26
AFR186,A22111,2003-10-26
AFR186,A22112,2003-10-26
AFR186,A22114,2003-10-26
AFR186,A22115,2003-10-26
AFR186,A22121,2003-10-27
AFR186,A22122,2003-10-27
AFR186,A22123,2003-10-27
AFR186,A22124,2003-10-27
AFR186,A22134,2003-10-27
AFR186,A22135,2003-10-27
AFR186,A22136,2003-10-28
AFR186,A22137,2003-10-28
AFR186,A22138,2003-10-28
AFR186,A22143,2003-10-28
AFR186,A22144,2003-10-28
AFR186,A22145,2003-10-28
AFR186,A22146,2003-10-28
AFR186,A22163,2003-10-30
AFR186,A22165,2003-10-30
AFR186,A22166,2003-10-30
AFR186,A22167,2003-10-30
AFR186,A22169,2003-10-30
AFR186,A22170,2003-10-30
AFR186,A22171,2003-10-30
AFR186,A22190,2003-10-31
AFR186,A22192,2003-10-31
AFR186,A22193,2003-11-01
AFR186,A22194,2003-11-01
AFR186,A22195,2003-11-01
AFR186,A22196,2003-11-01
AFR186,A22199,2003-11-01
AFR186,A22239,2003-11-05
AFR186,A22241,2003-11-05
AFR186,A22242,2003-11-05
AFR186,A22244,2003-11-05
AFR186,A22246,2003-11-06
AFR186,A22247,2003-11-06
AFR186,A22260,2003-11-06
AFR186,A22262,2003-11-07
AFR186,A22263,2003-11-07
AFR186,A22265,2003-11-07
AFR186,A222266,2003-11-07
AFR186,A22268,2003-11-07
AFR186,A22308,2003-11-09
AFR186,A22309,2003-11-09
AFR186,A22310,2003-11-10
AFR186,A22315,2003-11-10
AFR186,A22316,2003-11-10
AFR186,A22318,2003-11-10
AFR186,A22319,2003-11-10
AFR186,A22320,2003-11-10
AFR186,A22322,2003-11-10
AFR186,A22323,2003-11-10
AFR186,A22325,2003-11-11
AFR186,A22326,2003-11-11
AFR186,A22362,2003-11-13
AFR186,A22363,2003-11-13
AFR186,A22365,2003-11-13
AFR186,A22366,2003-11-13
AFR186,A22367,2003-11-13
AFR186,A22368,2003-11-13
AFR186,A22369,2003-11-13
AFR186,A22371,2003-11-13
AFR186,A22373,2003-11-13
AFR186,A22374,2003-11-13
AFR186,A22376,2003-11-13
AFR186,A22377,2003-11-14
AFR186,A22379,2003-11-14
AFR186,A22380,2003-11-14
AFR186,A22395,2003-11-15
AFR186,A22397,2003-11-15
AFR186,A22398,2003-11-15
AFR186,A22400,2003-11-15
AFR186,A22401,2003-11-15
AFR186,A22403,2003-11-15
AFR186,A22404,2003-11-15
AFR186,A22406,2003-11-15
AFR186,A22407,2003-11-16
AFR186,A22408,2003-11-16
AFR186,A22409,2003-11-16
AFR186,A22410,2003-11-16
AFR186,A22426,2003-11-18
AFR186,A22428,2003-11-18
AFR186,A22429,2003-11-18
AFR186,A22431,2003-11-18
AFR186,A22434,2003-11-19
AFR186,A22436,2003-11-19
AFR186,A22437,2003-11-19
AFR186,A22439,2003-11-19
AFR186,A22455,2003-11-20
AFR186,A22456,2003-11-20
AFR186,A22458,2003-11-20
AFR186,A22460,2003-11-20
AFR186,A22461,2003-11-20
AFR186,A22463,2003-11-20
AFR186,A22464,2003-11-20
AFR186,A22466,2003-11-21
AFR186,A22484,2003-11-22
AFR186,A22485,2003-11-22
AFR186,A22486,2003-11-22
AFR186,A22488,2003-11-22
AFR186,A22490,2003-11-22
AFR186,A22491,2003-11-22
AFR186,A22503,2003-11-23
AFR186,A22504,2003-11-23
AFR186,A22506,2003-11-24
AFR186,A224508,2003-11-24
AFR186,A22509,2003-11-24
AFR186,A22511,2003-11-24
AFR186,A22532,2003-11-25
AFR186,A22533,2003-11-25
AFR186,A22534,2003-11-25
AFR186,A22536,2003-11-25
AFR186,A22538,2003-11-25
AFR186,A22556,2003-11-26
AFR186,A22557,2003-11-26
AFR186,A22559,2003-11-27
AFR186,A22561,2003-11-27
AFR186,A22562,2003-11-27
AFR186,A22582,2003-11-28
AFR186,A22583,2003-11-28
AFR186,A22584,2003-11-28
AFR186,A22604,2003-11-29
AFR186,A22606,2003-11-30
AFR186,A22608,2003-11-30
AFR186,A22613,2003-11-30
AFR186,A22614,2003-11-30
AFR186,A22616,2003-11-30
AFR186,A22621,2003-12-01
AFR186,A22622,2003-12-01
AFR186,A22623,2003-12-01
AFR186,CA22056,2003-10-22
AFR186,CA22057,2003-10-22
AFR186,A22061,2003-10-22
AFR186,A22063,2003-10-22
AFR186,A22064,2003-10-22
AFR186,CA22070,2003-10-23
AFR186,CA22071,2003-10-23
AFR186,A22074,2003-10-23
AFR186,A22075,2003-10-23
AFR186,A22076,2003-10-23
AFR186,A22077,2003-10-23
AFR186,A22079,2003-10-23
AFR186,A22080,2003-10-23
AFR186,A22088,2003-10-24
AFR186,A22089,2003-10-24
AFR186,A22090,2003-10-24
AFR186,A22092,2003-10-24
AFR186,A22093,2003-10-24
AFR186,A22094,2003-10-24
AFR186,A22095,2003-10-24
AFR186,A22096,2003-10-25
AFR186,A22117,2003-10-26
AFR186,A22118,2003-10-26
AFR186,A22119,2003-10-26
AFR186,A22120,2003-10-27
AFR186,A22125,2003-10-27
AFR186,A22127,2003-10-27
AFR186,A22128,2003-10-27
AFR186,A22130,2003-10-27
AFR186,A22131,2003-10-27
AFR186,A22133,2003-10-27
AFR186,A22139,2003-10-28
AFR186,A22140,2003-10-28
AFR186,A22141,2003-10-28
AFR186,A22142,2003-10-28
AFR186,A22149,2003-10-28
AFR186,A22151,2003-10-29
AFR186,A22153,2003-10-29
AFR186,A22154,2003-10-29
AFR186,A22155,2003-10-29
AFR186,A22156,2003-10-29
AFR186,A22157,2003-10-29
AFR186,A22159,2003-10-29
AFR186,A22160,2003-10-29
AFR186,A22161,2003-10-29
AFR186,A22172,2003-10-30
AFR186,A22173,2003-10-30
AFR186,A22174,2003-10-30
AFR186,A22175,2003-10-31
AFR186,A22176,2003-10-31
AFR186,A22177,2003-10-31
AFR186,A22178,2003-10-31
AFR186,A22180,2003-10-31
AFR186,A22182,2003-10-31
AFR186,A22183,2003-10-31
AFR186,A22184,2003-10-31
AFR186,A22186,2003-10-31
AFR186,A22187,2003-10-31
AFR186,A22188,2003-10-31
AFR186,A22189,2003-10-31
AFR186,A22200,2003-11-01
AFR186,A22202,2003-11-01
AFR186,A22204,2003-11-01
AFR186,A22205,2003-11-01
AFR186,A22207,2003-11-01
AFR186,A22209,2003-11-01
AFR186,A22209,2003-11-02
AFR186,A22211,2003-11-02
AFR186,A22212,2003-11-02
AFR186,A22213,2003-11-02
AFR186,A22216,2003-11-02
AFR186,A22217,2003-11-02
AFR186,A22219,2003-11-02
AFR186,A22221,2003-11-02
AFR186,A22223,2003-11-02
AFR186,A22224,2003-11-04
AFR186,A22225,2003-11-04
AFR186,A22226,2003-11-04
AFR186,A22227,2003-11-04
AFR186,A22228,2003-11-04
AFR186,A22229,2003-11-04
AFR186,A22230,2003-11-04
AFR186,A22231,2003-11-04
AFR186,A22232,2003-11-04
AFR186,A22233,2003-11-04
AFR186,A22234,2003-11-04
AFR186,A22235,2003-11-05
AFR186,A22236,2003-11-05
AFR186,A22237,2003-11-05
AFR186,A22248,2003-11-06
AFR186,A22250,2003-11-06
AFR186,A22251,2003-11-06
AFR186,A22253,2003-11-06
AFR186,A22254,2003-11-06
AFR186,A22257,2003-11-06
AFR186,A22258,2003-11-06
AFR186,A22266,2003-11-07
AFR186,A22270,2003-11-07
AFR186,A22271,2003-11-07
AFR186,A22272,2003-11-07
AFR186,A22274,2003-11-07
AFR186,A22275,2003-11-07
AFR186,A22276,2003-11-08
AFR186,A22277,2003-11-08
AFR186,A22278,2003-11-08
AFR186,A22279,2003-11-08
AFR186,A22281,2003-11-08
AFR186,A22282,2003-11-08
AFR186,A22284,2003-11-08
AFR186,A22285,2003-11-08
AFR186,A22286,2003-11-08
AFR186,A22288,2003-11-08
AFR186,A22289,2003-11-08
AFR186,A22291,2003-11-08
AFR186,A22292,2003-11-08
AFR186,A22293,2003-11-09
AFR186,A22294,2003-11-09
AFR186,A22296,2003-11-09
AFR186,A22297,2003-11-09
AFR186,A22298,2003-11-09
AFR186,A22300,2003-11-09
AFR186,A22301,2003-11-09
AFR186,A22302,2003-11-09
AFR186,A22303,2003-11-09
AFR186,A22304,2003-11-09
AFR186,A22305,2003-11-09
AFR186,A22306,2003-11-09
AFR186,A22311,2003-11-10
AFR186,A22313,2003-11-10
AFR186,A22328,2003-11-11
AFR186,A22329,2003-11-11
AFR186,A22330,2003-11-11
AFR186,A22332,2003-11-11
AFR186,A22333,2003-11-11
AFR186,A22334,2003-11-11
AFR186,A22335,2003-11-11
AFR186,A22336,2003-11-11
AFR186,A22338,2003-11-11
AFR186,A22339,2003-11-11
AFR186,A22341,2003-11-11
AFR186,A22342,2003-11-11
AFR186,A22343,2003-11-11
AFR186,A22344,2003-11-12
AFR186,A22345,2003-11-12
AFR186,A22346,2003-11-12
AFR186,A22347,2003-11-12
AFR186,A22348,2003-11-12
AFR186,A22349,2003-11-12
AFR186,A22350,2003-11-12
AFR186,A22352,2003-11-12
AFR186,A22354,2003-11-12
AFR186,A22355,2003-11-12
AFR186,A22357,2003-11-12
AFR186,A22358,2003-11-12
AFR186,A22360,2003-11-12
AFR186,A22361,2003-11-12
AFR186,A22381,2003-11-14
AFR186,A22382,2003-11-14
AFR186,A22383,2003-11-14
AFR186,A22384,2003-11-14
AFR186,A22385,2003-11-14
AFR186,A22386,2003-11-14
AFR186,A22387,2003-11-14
AFR186,A22388,2003-11-14
AFR186,A22389,2003-11-14
AFR186,A22390,2003-11-14
AFR186,A22391,2003-11-14
AFR186,A22393,2003-11-14
AFR186,A22394,2003-11-15
AFR186,A22405,2003-11-15
AFR186,A22412,2003-11-17
AFR186,A22413,2003-11-17
AFR186,A22414,2003-11-17
AFR186,A22415,2003-11-17
AFR186,A22416,2003-11-17
AFR186,A22418,2003-11-17
AFR186,A22420,2003-11-17
AFR186,A22422,2003-11-17
AFR186,A22423,2003-11-17
AFR186,A22424,2003-11-17
AFR186,A22432,2003-11-19
AFR186,A22440,2003-11-19
AFR186,A22442,2003-11-19
AFR186,A22443,2003-11-19
AFR186,A22445,2003-11-19
AFR186,A22446,2003-11-19
AFR186,A22447,2003-11-19
AFR186,A22448,2003-11-19
AFR186,A22450,2003-11-20
AFR186,A22451,2003-11-20
AFR186,A22452,2003-11-20
AFR186,A22454,2003-11-20
AFR186,A22467,2003-11-21
AFR186,A22468,2003-11-21
AFR186,A22469,2003-11-21
AFR186,A22470,2003-11-21
AFR186,A22471,2003-11-21
AFR186,A22473,2003-11-21
AFR186,A22475,2003-11-21
AFR186,A22476,2003-11-21
AFR186,A22478,2003-11-21
AFR186,A22479,2003-11-21
AFR186,A22481,2003-11-21
AFR186,A22492,2003-11-22
AFR186,A22493,2003-11-23
AFR186,A22494,2003-11-23
AFR186,A22496,2003-11-23
AFR186,A22497,2003-11-23
AFR186,A22499,2003-11-23
AFR186,A22500,2003-11-23
AFR186,A22508,2003-11-24
AFR186,A22512,2003-11-24
AFR186,A22513,2003-11-24
AFR186,A22514,2003-11-24
AFR186,A22515,2003-11-24
AFR186,A22517,2003-11-24
AFR186,A22518,2003-11-24
AFR186,A22520,2003-11-24
AFR186,A22521,2003-11-24
AFR186,A22522,2003-11-24
AFR186,A22524,2003-11-25
AFR186,A22525,2003-11-25
AFR186,A22527,2003-11-25
AFR186,A22530,2003-11-25
AFR186,A22531,2003-11-25
AFR186,A22540,2003-11-26
AFR186,A22542,2003-11-26
AFR186,A22543,2003-11-26
AFR186,A22545,2003-11-26
AFR186,A22546,2003-11-26
AFR186,A22547,2003-11-26
AFR186,A22548,2003-11-26
AFR186,A22551,2003-11-26
AFR186,A22552,2003-11-26
AFR186,A22554,2003-11-26
AFR186,A,2003-11-27
AFR186,A22563,2003-11-27
AFR186,A22565,2003-11-27
AFR186,A22567,2003-11-27
AFR186,A22570,2003-11-27
AFR186,A22572,2003-11-27
AFR186,A22574,2003-11-27
AFR186,A22575,2003-11-28
AFR186,A22576,2003-11-28
AFR186,A22577,2003-11-28
AFR186,A22578,2003-11-28
AFR186,A22579,2003-11-28
AFR186,A22581,2003-11-28
AFR186,AA22582,2003-11-28
AFR186,A22587,2003-11-28
AFR186,A22589,2003-11-28
AFR186,A22591,2003-11-28
AFR186,A22593,2003-11-29
AFR186,A22595,2003-11-29
AFR186,A22597,2003-11-29
AFR186,A22598,2003-11-29
AFR186,A22599,2003-11-29
AFR186,A22601,2003-11-29
AFR186,A22610,2003-11-30
AFR186,A22611,2003-11-30
AFR186,A22612,2003-11-30
AFR186,A22618,2003-12-01
AFR186,A22619,2003-12-01
AFR186,A22620,2003-12-01
AFR186,A22624,2003-12-01
AFR186,A22625,2003-12-01
AFR186,22047,2003-10-21
AFR186,22048,2003-10-21
AFR186,22049,2003-10-21
AFR186,22050,2003-10-21
AFR186,22051,2003-10-21
AFR186,22052,2003-10-21
AFR186,22053,2003-10-21
AFR186,22054,2003-10-21
AFR186,22055,2003-10-21
AFR186,22056,2003-10-21
AFR186,22057,2003-10-22
AFR186,22058,2003-10-22
AFR186,22059,2003-10-22
AFR186,22060,2003-10-22
AFR186,22061,2003-10-22
AFR186,22065,2003-10-22
AFR186,22066,2003-10-22
AFR186,22067,2003-10-22
AFR186,22068,2003-10-22
AFR186,22069,2003-10-22
AFR186,22070,2003-10-22
AFR186,22071,2003-10-23
AFR186,22072,2003-10-23
AFR186,22073,2003-10-23
AFR186,22080,2003-10-23
AFR186,22081,2003-10-24
AFR186,22082,2003-10-24
AFR186,22083,2003-10-24
AFR186,22084,2003-10-24
AFR186,22085,2003-10-24
AFR186,22086,2003-10-24
AFR186,22087,2003-10-24
AFR186,22096,2003-10-24
AFR186,22097,2003-10-25
AFR186,22098,2003-10-25
AFR186,22099,2003-10-25
AFR186,22100,2003-10-25
AFR186,22101,2003-10-25
AFR186,22102,2003-10-25
AFR186,22103,2003-10-25
AFR186,22104,2003-10-25
AFR186,22105,2003-10-25
AFR186,22106,2003-10-26
AFR186,22108,2003-10-26
AFR186,22109,2003-10-26
AFR186,22110,2003-10-26
AFR186,22111,2003-10-26
AFR186,22112,2003-10-26
AFR186,22114,2003-10-26
AFR186,22115,2003-10-26
AFR186,22121,2003-10-27
AFR186,22122,2003-10-27
AFR186,22123,2003-10-27
AFR186,22124,2003-10-27
AFR186,22134,2003-10-27
AFR186,22135,2003-10-27
AFR186,22136,2003-10-28
AFR186,22137,2003-10-28
AFR186,22138,2003-10-28
AFR186,22143,2003-10-28
AFR186,22144,2003-10-28
AFR186,22145,2003-10-28
AFR186,22146,2003-10-28
AFR186,22163,2003-10-30
AFR186,22165,2003-10-30
AFR186,22166,2003-10-30
AFR186,22167,2003-10-30
AFR186,22169,2003-10-30
AFR186,22170,2003-10-30
AFR186,22171,2003-10-30
AFR186,22190,2003-10-31
AFR186,22192,2003-10-31
AFR186,22193,2003-11-01
AFR186,22194,2003-11-01
AFR186,22195,2003-11-01
AFR186,22196,2003-11-01
AFR186,22199,2003-11-01
AFR186,22216,2003-11-02
AFR186,22224,2003-11-04
AFR186,22225,2003-11-04
AFR186,22226,2003-11-04
AFR186,22227,2003-11-04
AFR186,22228,2003-11-04
AFR186,22229,2003-11-04
AFR186,22230,2003-11-04
AFR186,22231,2003-11-04
AFR186,22232,2003-11-04
AFR186,22233,2003-11-04
AFR186,22234,2003-11-04
AFR186,22235,2003-11-05
AFR186,22236,2003-11-05
AFR186,22237,2003-11-05
AFR186,22239,2003-11-05
AFR186,22241,2003-11-05
AFR186,22242,2003-11-05
AFR186,22244,2003-11-05
AFR186,22246,2003-11-06
AFR186,22247,2003-11-06
AFR186,22260,2003-11-06
AFR186,22262,2003-11-07
AFR186,22263,2003-11-07
AFR186,22265,2003-11-07
AFR186,22266,2003-11-07
AFR186,22268,2003-11-07
AFR186,22308,2003-11-09
AFR186,22309,2003-11-09
AFR186,22310,2003-11-10
AFR186,22311,2003-11-10
AFR186,22313,2003-11-10
AFR186,22315,2003-11-10
AFR186,22316,2003-11-10
AFR186,22318,2003-11-10
AFR186,22319,2003-11-10
AFR186,22320,2003-11-10
AFR186,22322,2003-11-10
AFR186,22323,2003-11-10
AFR186,22325,2003-11-11
AFR186,22326,2003-11-11
AFR186,22350,2003-11-12
AFR186,22362,2003-11-13
AFR186,22363,2003-11-13
AFR186,22365,2003-11-13
AFR186,22366,2003-11-13
AFR186,22367,2003-11-13
AFR186,22368,2003-11-13
AFR186,22369,2003-11-13
AFR186,22371,2003-11-13
AFR186,22373,2003-11-13
AFR186,22374,2003-11-13
AFR186,22376,2003-11-13
AFR186,22377,2003-11-14
AFR186,22379,2003-11-14
AFR186,22380,2003-11-14
AFR186,22381,2003-11-15
AFR186,22397,2003-11-15
AFR186,22398,2003-11-15
AFR186,22400,2003-11-15
AFR186,22401,2003-11-15
AFR186,22403,2003-11-15
AFR186,22404,2003-11-15
AFR186,22406,2003-11-15
AFR186,22407,2003-11-16
AFR186,22408,2003-11-16
AFR186,22409,2003-11-16
AFR186,22410,2003-11-16
AFR186,22426,2003-11-18
AFR186,22428,2003-11-18
AFR186,22429,2003-11-18
AFR186,22431,2003-11-18
AFR186,22432,2003-11-18
AFR186,22434,2003-11-19
AFR186,22436,2003-11-19
AFR186,22437,2003-11-19
AFR186,22439,2003-11-19
AFR186,22455,2003-11-20
AFR186,22456,2003-11-20
AFR186,22458,2003-11-20
AFR186,22460,2003-11-20
AFR186,22461,2003-11-20
AFR186,22463,2003-11-20
AFR186,22464,2003-11-20
AFR186,22466,2003-11-21
AFR186,22467,2003-11-21
AFR186,22471,2003-11-21
AFR186,22484,2003-11-22
AFR186,22485,2003-11-22
AFR186,22486,2003-11-22
AFR186,22488,2003-11-22
AFR186,22490,2003-11-22
AFR186,22491,2003-11-22
AFR186,22503,2003-11-23
AFR186,22504,2003-11-23
AFR186,22506,2003-11-24
AFR186,22508,2003-11-24
AFR186,22509,2003-11-24
AFR186,22511,2003-11-24
AFR186,22527,2003-11-25
AFR186,22532,2003-11-25
AFR186,22533,2003-11-25
AFR186,22534,2003-11-25
AFR186,22536,2003-11-25
AFR186,22538,2003-11-25
AFR186,22556,2003-11-26
AFR186,22557,2003-11-26
AFR186,22559,2003-11-27
AFR186,22561,2003-11-27
AFR186,22562,2003-11-27
AFR186,22582,2003-11-28
AFR186,22583,2003-11-28
AFR186,22584,2003-11-28
AFR186,22604,2003-11-29
AFR186,22606,2003-11-30
AFR186,22608,2003-11-30
AFR186,22611,2003-11-30
AFR186,22613,2003-11-30
AFR186,22614,2003-11-30
AFR186,22616,2003-11-30
AFR186,22621,2003-12-01
AFR186,22622,2003-12-01
AFR186,22623,2003-12-01
AFR201,A23662,2004-10-27
AFR201,A23663,2004-10-27
AFR201,A23665,2004-10-27
AFR201,A23666,2004-10-27
AFR201,A23667,2004-10-27
AFR201,A23668,2004-10-27
AFR201,A23669,2004-10-27
AFR201,A23670,2004-10-28
AFR201,A23671,2004-10-28
AFR201,A23673,2004-10-28
AFR201,A23674,2004-10-28
AFR201,A23675,2004-10-28
AFR201,A23676,2004-10-28
AFR201,A23683,2004-10-28
AFR201,A23684,2004-10-29
AFR201,A23685,2004-10-29
AFR201,A23686,2004-10-29
AFR201,A23687,2004-10-29
AFR201,A23688,2004-10-29
AFR201,A23703,2004-10-30
AFR201,A23704,2004-10-30
AFR201,A23705,2004-10-30
AFR201,A23707,2004-10-30
AFR201,A23708,2004-10-30
AFR201,A23709,2004-10-30
AFR201,A23711,2004-10-30
AFR201,A23712,2004-10-30
AFR201,A23724,2004-10-31
AFR201,A23725,2004-10-31
AFR201,A23726,2004-10-31
AFR201,A23728,2004-10-31
AFR201,A23729,2004-10-31
AFR201,A23730,2004-10-31
AFR201,A23731,2004-10-31
AFR201,A23732,2004-11-01
AFR201,A23733,2004-11-01
AFR201,A23734,2004-11-01
AFR201,A23736,2004-11-01
AFR201,A23737,2004-11-01
AFR201,A23739,2004-11-01
AFR201,A23745,2004-11-02
AFR201,A23746,2004-11-02
AFR201,A23747,2004-11-02
AFR201,A23748,2004-11-02
AFR201,A23754,2004-11-02
AFR201,A23755,2004-11-03
AFR201,A23756,2004-11-03
AFR201,A23757,2004-11-03
AFR201,A23748,2004-11-03
AFR201,A23764,2004-11-03
AFR201,A23765,2004-11-03
AFR201,A23767,2004-11-03
AFR201,A23769,2004-11-03
AFR201,A23796,2004-11-06
AFR201,A23798,2004-11-06
AFR201,A23799,2004-11-06
AFR201,A23801,2004-11-06
AFR201,A23804,2004-11-06
AFR201,A23805,2004-11-06
AFR201,A23806,2004-11-06
AFR201,A23831,2004-11-09
AFR201,A23833,2004-11-09
AFR201,A23834,2004-11-10
AFR201,A23836,2004-11-10
AFR201,A23838,2004-11-10
AFR201,A23839,2004-11-10
AFR201,A23851,2004-11-12
AFR201,A23853,2004-11-12
AFR201,A23855,2004-11-12
AFR201,A23857,2004-11-12
AFR201,A23869,2004-11-13
AFR201,A23871,2004-11-13
AFR201,A23872,2004-11-13
AFR201,A23874,2004-11-13
AFR201,A23875,2004-11-13
AFR201,A23877,2004-11-13
AFR201,A23878,2004-11-13
AFR201,A23911,2004-11-15
AFR201,A23912,2004-11-15
AFR201,A23914,2004-11-15
AFR201,A23915,2004-11-15
AFR201,A23916,2004-11-15
AFR201,A23917,2004-11-15
AFR201,A23919,2004-11-16
AFR201,A23920,2004-11-16
AFR201,A23922,2004-11-16
AFR201,A23923,2004-11-16
AFR201,A23924,2004-11-16
AFR201,A23926,2004-11-16
AFR201,A23927,2004-11-16
AFR201,A23969,2004-11-18
AFR201,A23970,2004-11-18
AFR201,A23971,2004-11-19
AFR201,A23972,2004-11-19
AFR201,A23973,2004-11-19
AFR201,A23974,2004-11-19
AFR201,A23975,2004-11-19
AFR201,A23976,2004-11-19
AFR201,A23977,2004-11-19
AFR201,A23978,2004-11-19
AFR201,A23979,2004-11-19
AFR201,A23981,2004-11-19
AFR201,A23982,2004-11-19
AFR201,A23983,2004-11-19
AFR201,A24008,2004-11-21
AFR201,A24009,2004-11-21
AFR201,A24010,2004-11-21
AFR201,A24011,2004-11-21
AFR201,A24012,2004-11-21
AFR201,A24013,2004-11-21
AFR201,A24014,2004-11-22
AFR201,A24038,2004-11-24
AFR201,A24040,2004-11-24
AFR201,A24042,2004-11-24
AFR201,A24043,2004-11-24
AFR201,A24045,2004-11-24
AFR201,A24048,2004-11-24
AFR201,A24049,2004-11-24
AFR201,A24051,2004-11-24
AFR201,A24053,2004-11-24
AFR201,A24073,2004-11-27
