cruise,station,date
Afr 108,A14463,1992-11-21
Afr 108,A14465,1992-11-21
Afr 108,A14467,1992-11-21
Afr 108,A14468,1992-11-21
Afr 108,A14470,1992-11-21
Afr 108,A14471,1992-11-21
Afr 108,A14475,1992-11-21
Afr 108,A14476,1992-11-22
Afr 108,A14477,1992-11-22
Afr 108,A14478,1992-11-22
Afr 108,A14479,1992-11-22
Afr 108,A14480,1992-11-22
Afr 108,A14481,1992-11-22
Afr 108,A14482,1992-11-22
Afr 108,A14483,1992-11-22
Afr 108,A14484,1992-11-22
Afr 108,A14485,1992-11-22
Afr 108,A14486,1992-11-22
Afr 108,A14489,1992-11-22
Afr 108,A14490,1992-11-22
Afr 108,A14491,1992-11-22
Afr 108,A14492,1992-11-22
Afr 108,A14493,1992-11-22
Afr 108,A14494,1992-11-22
Afr 108,A14495,1992-11-22
Afr 108,A14496,1992-11-22
Afr 108,A14498,1992-11-22
Afr 108,A14499,1992-11-22
Afr 108,A14501,1992-11-22
Afr 108,A14503,1992-11-22
Afr 108,A14506,1992-11-22
Afr 108,A14509,1992-11-23
Afr 108,A14511,1992-11-23
Afr 108,A14514,1992-11-23
Afr 108,A14516,1992-11-23
Afr 108,A14518,1992-11-23
Afr 108,A14520,1992-11-23
Afr 108,A14523,1992-11-23
Afr 108,A14524,1992-11-23
Afr 108,A14525,1992-11-23
Afr 108,A14526,1992-11-23
Afr 108,A14528,1992-11-23
Afr 108,A14529,1992-11-23
Afr 108,A14530,1992-11-23
Afr 108,A14532,1992-11-24
Afr 108,A14533,1992-11-24
Afr 108,A14534,1992-11-24
Afr 108,A14535,1992-11-24
Afr 108,A14536,1992-11-24
Afr 108,A14537,1992-11-24
Afr 108,A14538,1992-11-24
Afr 108,A14539,1992-11-24
Afr 108,A14540,1992-11-24
Afr 108,A14541,1992-11-24
Afr 108,A14542,1992-11-24
Afr 108,A14544,1992-11-24
Afr 108,A14548,1992-11-24
Afr 108,A14550,1992-11-24
Afr 108,A14552,1992-11-24
Afr 108,A14555,1992-11-24
Afr 108,A14557,1992-11-24
Afr 108,A14560,1992-11-24
Afr 108,A14562,1992-11-25
Afr 108,A14563,1992-11-25
Afr 108,A14565,1992-11-25
Afr 108,A14566,1992-11-25
Afr 108,A14567,1992-11-25
Afr 108,A14568,1992-11-25
Afr 108,A14570,1992-11-25
Afr 108,A14571,1992-11-25
Afr 108,A14573,1992-11-25
Afr 108,A14574,1992-11-25
Afr 108,A14575,1992-11-25
Afr 108,A14577,1992-11-26
Afr 108,A14578,1992-11-26
Afr 108,A14579,1992-11-26
Afr 108,A14581,1992-11-26
Afr 108,A14582,1992-11-26
Afr 108,A14586,1992-11-26
Afr 108,A14588,1992-11-26
Afr 108,A14590,1992-11-26
Afr 108,A14595,1992-11-26
Afr 108,A14598,1992-11-26
Afr 108,A14600,1992-11-27
Afr 108,A14602,1992-11-27
Afr 108,A14604,1992-11-27
Afr 108,A14606,1992-11-27
Afr 108,A14607,1992-11-27
Afr 108,A14609,1992-11-27
Afr 108,A14611,1992-11-27
Afr 108,A14613,1992-11-27
Afr 108,A14618,1992-11-28
Afr 108,A14621,1992-11-28
Afr 108,A14623,1992-11-28
Afr 108,A14625,1992-11-28
Afr 108,A14134,1992-11-07
Afr 108,A14135,1992-11-07
Afr 108,A14136,1992-11-07
Afr 108,A14138,1992-11-07
Afr 108,A14141,1992-11-07
Afr 108,A14145,1992-11-07
Afr 108,A14147,1992-11-07
Afr 108,A14148,1992-11-08
Afr 108,A14149,1992-11-08
Afr 108,A14164,1992-11-09
Afr 108,A14165,1992-11-09
Afr 108,A14167,1992-11-09
Afr 108,A14169,1992-11-09
Afr 108,A14201,1992-11-11
Afr 108,A14209,1992-11-11
Afr 108,A14213,1992-11-11
Afr 108,A14215,1992-11-11
Afr 108,A14216,1992-11-11
Afr 108,A14217,1992-11-11
Afr 108,A14218,1992-11-11
Afr 108,A14219,1992-11-11
Afr 108,A14277,1992-11-13
Afr 108,A14279,1992-11-14
Afr 108,A14281,1992-11-14
Afr 108,A14282,1992-11-14
Afr 108,A14283,1992-11-14
Afr 108,A14284,1992-11-14
Afr 108,A14314,1992-11-15
Afr 108,A14316,1992-11-15
Afr 108,A14318,1992-11-15
Afr 108,A14321,1992-11-15
Afr 108,A14322,1992-11-15
Afr 108,A14324,1992-11-15
Afr 108,A14594,1992-11-26
Afr 108,A14608,1992-11-27
Afr 108,A14615,1992-11-27
Afr 108,A14617,1992-11-28
Afr 108,A14626,1992-11-28
Afr 108,A14326,1992-11-16
Afr 108,A14328,1992-11-16
Afr 108,A14331,1992-11-16
Afr 108,A14334,1992-11-16
Afr 108,A14337,1992-11-17
Afr 108,A14340,1992-11-17
Afr 108,A14360,1992-11-17
Afr 108,A14362,1992-11-17
Afr 108,A14365,1992-11-17
Afr 108,A14368,1992-11-18
Afr 108,A14371,1992-11-18
Afr 108,A14387,1992-11-18
Afr 108,A14389,1992-11-18
Afr 108,A14392,1992-11-18
Afr 108,A14395,1992-11-19
Afr 108,A14397,1992-11-19
Afr 108,A14400,1992-11-19
Afr 108,A14437,1992-11-20
Afr 108,A14441,1992-11-20
Afr 108,A14443,1992-11-21
Afr 108,A14446,1992-11-21
Afr 108,A14447,1992-11-21
Afr 108,A14450,1992-11-21
Afr 108,A14452,1992-11-21
Afr 108,A14454,1992-11-21
Afr 108,A14457,1992-11-21
Afr 108,A14458,1992-11-21
Afr 108,A14459,1992-11-21
Afr 108,A14462,1992-11-21
Afr 108,A14464,1992-11-21
Afr 108,A14466,1992-11-21
Afr 108,A14497,1992-11-22
Afr 108,A14500,1992-11-22
Afr 108,A14502,1992-11-22
Afr 108,A14505,1992-11-22
Afr 108,A14508,1992-11-23
Afr 108,A14510,1992-11-23
Afr 108,A14513,1992-11-23
Afr 108,A14515,1992-11-23
Afr 108,A14517,1992-11-23
Afr 108,A14519,1992-11-23
Afr 108,A14522,1992-11-23
Afr 108,A14543,1992-11-24
Afr 108,A14545,1992-11-24
Afr 108,A14546,1992-11-24
Afr 108,A14547,1992-11-24
Afr 108,A14549,1992-11-24
Afr 108,A14551,1992-11-24
Afr 108,A14553,1992-11-24
Afr 108,A14556,1992-11-24
Afr 108,A14559,1992-11-24
Afr 108,A14561,1992-11-25
Afr 108,A14583,1992-11-26
Afr 108,A14584,1992-11-26
Afr 108,A14585,1992-11-26
Afr 108,A14587,1992-11-26
Afr 108,A14589,1992-11-26
Afr 108,A14591,1992-11-26
Afr 108,A14597,1992-11-26
Afr 108,A14599,1992-11-26
Afr 108,A14601,1992-11-27
Afr 108,A14603,1992-11-27
Afr 108,A14605,1992-11-27
Afr 108,A14610,1992-11-27
Afr 108,A14612,1992-11-27
Afr 108,A14619,1992-11-28
Afr 108,A14622,1992-11-28
Afr 108,A14624,1992-11-28
AFR117,A15348,1993-11-11
AFR117,A15351,1993-11-11
AFR117,A15353,1993-11-12
AFR117,A15355,1993-11-12
AFR117,A15357,1993-11-12
AFR117,A15359,1993-11-12
AFR117,A15360,1993-11-12
AFR117,A15362,1993-11-12
AFR117,A15364,1993-11-12
AFR117,A15366,1993-11-12
AFR117,A15368,1993-11-12
AFR117,A15369,1993-11-12
AFR117,A15370,1993-11-13
AFR117,A15372,1993-11-13
AFR117,A15375,1993-11-13
AFR117,A15377,1993-11-13
AFR117,A15379,1993-11-13
AFR117,A15381,1993-11-13
AFR117,A15383,1993-11-13
AFR117,A15384,1993-11-13
AFR117,A15386,1993-11-13
AFR117,A15388,1993-11-13
AFR117,A15391,1993-11-14
AFR117,A15393,1993-11-14
AFR117,A15395,1993-11-14
AFR117,A15397,1993-11-14
AFR117,A15399,1993-11-14
AFR117,A15401,1993-11-14
AFR117,A15403,1993-11-14
AFR117,A15405,1993-11-14
AFR117,A15407,1993-11-14
AFR117,A15423,1993-11-15
AFR117,A15424,1993-11-15
AFR117,A15427,1993-11-15
AFR117,A15429,1993-11-15
AFR117,A15432,1993-11-16
AFR117,A15434,1993-11-16
AFR117,A15436,1993-11-16
AFR117,A15452,1993-11-16
AFR117,A15455,1993-11-16
AFR117,A15457,1993-11-17
AFR117,A15460,1993-11-17
AFR117,A15463,1993-11-17
AFR117,A15464,1993-11-17
AFR117,A15465,1993-11-17
AFR117,A15466,1993-11-17
AFR117,A15499,1993-11-18
AFR117,A15501,1993-11-18
AFR117,A15504,1993-11-18
AFR117,A15506,1993-11-18
AFR117,A15508,1993-11-18
AFR117,A15524,1993-11-19
AFR117,A15526,1993-11-19
AFR117,A15529,1993-11-19
AFR117,A15531,1993-11-19
AFR117,A15533,1993-11-20
AFR117,A15536,1993-11-20
AFR117,A15553,1993-11-20
AFR117,A15555,1993-11-20
AFR117,A15557,1993-11-20
AFR117,A15559,1993-11-20
AFR117,A15597,1993-11-24
AFR117,A15600,1993-11-24
AFR117,A15603,1993-11-24
AFR117,A15606,1993-11-25
AFR117,A15609,1993-11-25
AFR117,A15612,1993-11-25
AFR117,A15614,1993-11-25
AFR117,A15633,1993-11-26
AFR117,A15635,1993-11-26
AFR117,A15637,1993-11-26
AFR117,A15640,1993-11-26
AFR117,A15642,1993-11-26
AFR117,A15644,1993-11-26
AFR117,A15647,1993-11-27
AFR117,A15660,1993-11-27
AFR117,A15662,1993-11-27
AFR117,A15663,1993-11-27
AFR117,A15664,1993-11-27
AFR117,A15666,1993-11-27
AFR117,A15667,1993-11-28
AFR117,A15668,1993-11-28
AFR117,A15669,1993-11-28
AFR117,A15671,1993-11-28
AFR117,A15673,1993-11-28
AFR117,A15675,1993-11-28
AFR117,A15676,1993-11-28
AFR117,A15677,1993-11-28
AFR117,A15678,1993-11-28
AFR117,A15679,1993-11-28
AFR117,A15680,1993-11-28
AFR117,A15681,1993-11-28
AFR117,A15682,1993-11-28
AFR117,A15683,1993-11-28
AFR117,A15685,1993-11-29
AFR117,A15686,1993-11-29
AFR117,A15687,1993-11-29
AFR117,A15702,1993-11-30
AFR117,A15703,1993-11-30
AFR117,A15705,1993-11-30
AFR117,A15706,1993-11-30
AFR117,A15708,1993-12-01
AFR117,A15710,1993-12-01
AFR117,A15711,1993-12-01
AFR117,A15556,1993-11-20
AFR117,A15558,1993-11-20
AFR117,A15560,1993-11-21
AFR117,A15562,1993-11-21
AFR117,A15563,1993-11-21
AFR117,A15564,1993-11-21
AFR117,A15565,1993-11-21
AFR117,A15566,1993-11-21
AFR117,A15568,1993-11-21
AFR117,A15569,1993-11-21
AFR117,A15570,1993-11-21
AFR117,A15571,1993-11-21
AFR117,A15572,1993-11-21
AFR117,A15573,1993-11-21
AFR117,A15574,1993-11-21
AFR117,A15575,1993-11-21
AFR117,A15576,1993-11-21
AFR117,A15577,1993-11-21
AFR117,A15578,1993-11-21
AFR117,A15581,1993-11-23
AFR117,A15583,1993-11-23
AFR117,A15584,1993-11-24
AFR117,A15586,1993-11-24
AFR117,A15587,1993-11-24
AFR117,A15589,1993-11-24
AFR117,A15590,1993-11-24
AFR117,A15592,1993-11-24
AFR117,A15593,1993-11-24
AFR117,A15594,1993-11-24
AFR117,A15595,1993-11-24
AFR117,A15596,1993-11-24
AFR117,A15598,1993-11-24
AFR117,A15602,1993-11-24
AFR117,A15604,1993-11-24
AFR117,A15607,1993-11-25
AFR117,A15610,1993-11-25
AFR117,A15613,1993-11-25
AFR117,A15616,1993-11-25
AFR117,A15617,1993-11-25
AFR117,A15618,1993-11-25
AFR117,A15619,1993-11-25
AFR117,A15620,1993-11-25
AFR117,A15621,1993-11-25
AFR117,A15623,1993-11-25
AFR117,A15624,1993-11-25
AFR117,A15626,1993-11-26
AFR117,A15627,1993-11-26
AFR117,A15629,1993-11-26
AFR117,A15630,1993-11-26
AFR117,A15631,1993-11-26
AFR117,A15632,1993-11-26
AFR117,A15634,1993-11-26
AFR117,A15636,1993-11-26
AFR117,A15639,1993-11-26
AFR117,A15641,1993-11-26
AFR117,A15643,1993-11-26
AFR117,A15645,1993-11-26
AFR117,A15648,1993-11-27
AFR117,A15649,1993-11-27
AFR117,A15650,1993-11-27
AFR117,A15651,1993-11-27
AFR117,A15652,1993-11-27
AFR117,A15653,1993-11-27
AFR117,A15654,1993-11-27
AFR117,A15656,1993-11-27
AFR117,A15657,1993-11-27
AFR117,A15658,1993-11-27
AFR117,A15659,1993-11-27
AFR117,A15689,1993-11-29
AFR117,A15691,1993-11-29
AFR117,A15692,1993-11-29
AFR117,A15693,1993-11-30
AFR117,A15694,1993-11-30
AFR117,A15695,1993-11-30
AFR117,A15696,1993-11-30
AFR117,A15697,1993-11-30
AFR117,A15698,1993-11-30
AFR117,A15713,1993-12-01
AFR117,A15714,1993-12-01
AFR117,A15716,1993-12-01
AFR117,A15717,1993-12-01
AFR117,A15718,1993-12-01
AFR117,A15719,1993-12-01
AFR117,A15720,1993-12-01
AFR117,A15722,1993-12-02
AFR117,A15724,1993-12-02
AFR117,A15725,1993-12-02
AFR117,A15726,1993-12-02
AFR117,A15727,1993-12-03
AFR117,A15729,1993-12-03
AFR117,A15730,1993-12-03
AFR117,A15731,1993-12-03
AFR117,A15733,1993-12-03
AFR117,A15734,1993-12-03
AFR117,A15736,1993-12-03
AFR117,A15737,1993-12-03
AFR117,A15739,1993-12-03
AFR117,A15740,1993-12-03
AFR117,A15344,1993-11-10
AFR117,A15347,1993-11-11
AFR117,A15350,1993-11-11
AFR117,A15352,1993-11-11
AFR117,A15354,1993-11-12
AFR117,A15356,1993-11-12
AFR117,A15358,1993-11-12
AFR117,A15385,1993-11-13
AFR117,A15387,1993-11-13
AFR117,A15389,1993-11-13
AFR117,A15392,1993-11-14
AFR117,A15394,1993-11-14
AFR117,A15408,1993-11-14
AFR117,A15410,1993-11-15
AFR117,A15412,1993-11-15
AFR117,A15414,1993-11-15
AFR117,A15417,1993-11-15
AFR117,A15419,1993-11-15
AFR117,A15481,1993-11-17
AFR117,A15482,1993-11-18
AFR117,A15485,1993-11-18
AFR117,A15487,1993-11-18
AFR117,A15490,1993-11-18
AFR117,A15492,1993-11-18
AFR117,A15494,1993-11-18
AFR117,A15691,1993-11-30
AFR117,A15437,1993-11-16
AFR117,A15438,1993-11-16
AFR117,A15441,1993-11-16
AFR117,A15444,1993-11-16
AFR117,A15446,1993-11-16
AFR117,A15448,1993-11-16
AFR117,A15450,1993-11-16
AFR117,A15451,1993-11-16
AFR117,A15467,1993-11-17
AFR117,A15468,1993-11-17
AFR117,A15469,1993-11-17
AFR117,A15471,1993-11-17
AFR117,A15473,1993-11-17
AFR117,A15475,1993-11-17
AFR117,A15478,1993-11-17
AFR117,A15479,1993-11-17
AFR117,A15480,1993-11-17
AFR117,A15495,1993-11-18
AFR117,A15496,1993-11-18
AFR117,A15552,1993-11-20
AFR126,A16693,1994-11-15
AFR126,A16695,1994-11-15
AFR126,A16696,1994-11-15
AFR126,A16697,1994-11-15
AFR126,A16698,1994-11-15
AFR126,A16699,1994-11-15
AFR126,A16700,1994-11-15
AFR126,A16701,1994-11-15
AFR126,A16702,1994-11-16
AFR126,A16703,1994-11-16
AFR126,A16705,1994-11-16
AFR126,A16706,1994-11-16
AFR126,A16707,1994-11-16
AFR126,A16708,1994-11-16
AFR126,A16709,1994-11-16
AFR126,A16710,1994-11-16
AFR126,A16712,1994-11-16
AFR126,A16713,1994-11-16
AFR126,A16715,1994-11-17
AFR126,A16716,1994-11-17
AFR126,A16717,1994-11-17
AFR126,A16718,1994-11-17
AFR126,A16719,1994-11-17
AFR126,A16720,1994-11-17
AFR126,A16721,1994-11-17
AFR126,A16722,1994-11-17
AFR126,A16724,1994-11-17
AFR126,A16725,1994-11-17
AFR126,A16726,1994-11-17
AFR126,A16727,1994-11-17
AFR126,A16728,1994-11-17
AFR126,A16729,1994-11-17
AFR126,A16730,1994-11-17
AFR126,A16732,1994-11-17
AFR126,A16733,1994-11-18
AFR126,A16735,1994-11-18
AFR126,A16736,1994-11-18
AFR126,A16737,1994-11-18
AFR126,A16739,1994-11-18
AFR126,A16740,1994-11-18
AFR126,A16741,1994-11-18
AFR126,A16742,1994-11-18
AFR126,A16743,1994-11-18
AFR126,A16744,1994-11-18
AFR126,A16746,1994-11-18
AFR126,A16747,1994-11-18
AFR126,A16748,1994-11-18
AFR126,A16749,1994-11-18
AFR126,A16750,1994-11-18
AFR126,A16751,1994-11-18
AFR126,A16753,1994-11-18
AFR126,A16754,1994-11-19
AFR126,A16755,1994-11-19
AFR126,A16757,1994-11-19
AFR126,A16758,1994-11-19
AFR126,A16759,1994-11-19
AFR126,A16760,1994-11-19
AFR126,A16761,1994-11-19
AFR126,A16762,1994-11-19
AFR126,A16763,1994-11-19
AFR126,A16764,1994-11-19
AFR126,A16765,1994-11-19
AFR126,A16766,1994-11-19
AFR126,A16767,1994-11-19
AFR126,A16768,1994-11-19
AFR126,A16769,1994-11-19
AFR126,A16770,1994-11-19
AFR126,A16771,1994-11-19
AFR126,A16773,1994-11-19
AFR126,A16775,1994-11-20
AFR126,A16777,1994-11-20
AFR126,A16778,1994-11-20
AFR126,A16779,1994-11-20
AFR126,A16780,1994-11-20
AFR126,A16781,1994-11-20
AFR126,A16782,1994-11-20
AFR126,A16783,1994-11-20
AFR126,A16784,1994-11-20
AFR126,A16785,1994-11-20
AFR126,A16786,1994-11-20
AFR126,A16787,1994-11-20
AFR126,A16789,1994-11-20
AFR126,A16790,1994-11-20
AFR126,A16791,1994-11-20
AFR126,A16793,1994-11-20
AFR126,A16794,1994-11-20
AFR126,A16796,1994-11-21
AFR126,A16797,1994-11-21
AFR126,A16798,1994-11-21
AFR126,A16800,1994-11-21
AFR126,A16801,1994-11-21
AFR126,A16802,1994-11-21
AFR126,A16803,1994-11-21
AFR126,A16804,1994-11-21
AFR126,A16806,1994-11-21
AFR126,A16807,1994-11-21
AFR126,A16808,1994-11-21
AFR126,A16809,1994-11-21
AFR126,A16810,1994-11-21
AFR126,A16811,1994-11-21
AFR126,A16812,1994-11-21
AFR126,A16813,1994-11-21
AFR126,A16814,1994-11-21
AFR126,A16815,1994-11-21
AFR126,A16817,1994-11-21
AFR126,A16818,1994-11-21
AFR126,A16819,1994-11-21
AFR126,A16821,1994-11-21
AFR126,A16822,1994-11-22
AFR126,A16823,1994-11-22
AFR126,A16824,1994-11-22
AFR126,A16826,1994-11-22
AFR126,A16827,1994-11-22
AFR126,A16828,1994-11-22
AFR126,A16830,1994-11-22
AFR126,A16831,1994-11-22
AFR126,A16832,1994-11-22
AFR126,A16833,1994-11-22
AFR126,A16834,1994-11-22
AFR126,A16836,1994-11-22
AFR126,A16837,1994-11-22
AFR126,A16838,1994-11-22
AFR126,A16839,1994-11-22
AFR126,A16841,1994-11-22
AFR126,A16842,1994-11-22
AFR126,A16843,1994-11-22
AFR126,A16845,1994-11-22
AFR126,A16846,1994-11-22
AFR126,A16847,1994-11-22
AFR126,A16849,1994-11-23
AFR126,A16850,1994-11-23
AFR126,A16851,1994-11-23
AFR126,A16853,1994-11-23
AFR126,A16854,1994-11-23
AFR126,A16855,1994-11-23
AFR126,A16856,1994-11-23
AFR126,A16857,1994-11-23
AFR126,A16858,1994-11-23
AFR126,A16859,1994-11-23
AFR126,A16860,1994-11-23
AFR126,A16862,1994-11-23
AFR126,A16864,1994-11-23
AFR126,A16865,1994-11-23
AFR126,A16866,1994-11-23
AFR126,A16867,1994-11-23
AFR126,A16868,1994-11-23
AFR126,A16869,1994-11-23
AFR126,A16871,1994-11-23
AFR126,A16872,1994-11-23
AFR126,A16874,1994-11-23
AFR126,A16875,1994-11-24
AFR126,A16876,1994-11-24
AFR126,A16878,1994-11-24
AFR126,A16879,1994-11-24
AFR126,A16880,1994-11-24
AFR126,A16881,1994-11-24
AFR126,A16882,1994-11-24
AFR126,A16883,1994-11-24
AFR126,A16884,1994-11-24
AFR126,A16886,1994-11-24
AFR126,A16887,1994-11-24
AFR126,A16888,1994-11-24
AFR126,A16889,1994-11-24
AFR126,A16890,1994-11-24
AFR126,A16892,1994-11-24
AFR126,A16893,1994-11-25
AFR126,A16895,1994-11-25
AFR126,A16896,1994-11-25
AFR126,A16897,1994-11-25
AFR126,A16899,1994-11-25
AFR126,A16900,1994-11-25
AFR126,A16901,1994-11-25
AFR126,A16903,1994-11-25
AFR126,A16904,1994-11-25
AFR126,A16905,1994-11-25
AFR126,A16906,1994-11-26
AFR126,A16907,1994-11-26
AFR126,A16909,1994-11-26
AFR126,A16910,1994-11-26
AFR126,A16911,1994-11-26
AFR126,A16913,1994-11-26
AFR126,A16914,1994-11-26
AFR126,A16916,1994-11-26
AFR126,A16917,1994-11-26
AFR126,A16918,1994-11-26
AFR126,A16919,1994-11-26
AFR126,A16921,1994-11-26
AFR126,A16922,1994-11-26
AFR126,A16923,1994-11-26
AFR126,A16924,1994-11-26
AFR126,A16925,1994-11-26
AFR126,A16926,1994-11-26
AFR126,A16927,1994-11-26
AFR126,A16928,1994-11-27
AFR126,A16929,1994-11-27
AFR126,A16930,1994-11-27
AFR126,A16931,1994-11-27
AFR126,A16932,1994-11-27
AFR126,A16933,1994-11-27
AFR126,A16934,1994-11-27
AFR126,A16936,1994-11-27
AFR126,A16937,1994-11-27
AFR126,A16938,1994-11-27
AFR126,A16939,1994-11-27
AFR126,A16940,1994-11-27
AFR126,A16941,1994-11-27
AFR126,A16942,1994-11-27
AFR126,A16944,1994-11-27
AFR126,A16945,1994-11-27
AFR126,A16946,1994-11-27
AFR126,A16947,1994-11-27
AFR126,A16948,1994-11-27
AFR126,A16951,1994-11-28
AFR126,A16952,1994-11-28
AFR126,A16953,1994-11-28
AFR126,A16955,1994-11-28
AFR126,A16956,1994-11-28
AFR126,A16957,1994-11-29
AFR126,A16958,1994-11-29
AFR126,A16959,1994-11-29
AFR126,A16960,1994-11-29
AFR126,A16962,1994-11-29
AFR126,A16963,1994-11-29
AFR126,A16964,1994-11-29
AFR126,A16966,1994-11-30
AFR126,A16967,1994-11-30
AFR126,A16968,1994-11-30
AFR126,A16969,1994-11-30
AFR126,A16970,1994-11-30
AFR126,A16971,1994-11-30
AFR126,A16972,1994-11-30
AFR126,A16973,1994-11-30
AFR126,A16975,1994-11-30
AFR126,A16976,1994-12-01
AFR126,A16977,1994-12-01
AFR126,A16978,1994-12-01
AFR126,A16979,1994-12-01
AFR126,A16980,1994-12-01
AFR126,A16981,1994-12-01
AFR126,A16982,1994-12-01
AFR126,A16983,1994-12-01
AFR126,A16985,1994-12-01
AFR126,A16986,1994-12-01
AFR126,A16988,1994-12-01
AFR126,A16990,1994-12-02
AFR126,A16991,1994-12-02
AFR126,A16993,1994-12-02
AFR126,A16994,1994-12-02
AFR126,A16995,1994-12-02
AFR126,A16996,1994-12-02
AFR126,A16997,1994-12-02
AFR126,A16998,1994-12-02
AFR126,A16999,1994-12-02
AFR126,A17000,1994-12-02
AFR126,A17002,1994-12-02
AFR126,A17003,1994-12-02
AFR126,A17005,1994-12-02
AFR126,A17007,1994-12-02
AFR126,A17009,1994-12-02
AFR126,A17011,1994-12-03
AFR126,A17012,1994-12-03
AFR126,A17014,1994-12-03
AFR126,A17016,1994-12-03
AFR126,A17017,1994-12-03
AFR126,A17018,1994-12-03
AFR126,A17019,1994-12-03
AFR126,A17020,1994-12-03
AFR126,A17021,1994-12-03
AFR126,A17022,1994-12-03
AFR126,A17023,1994-12-03
AFR126,A17024,1994-12-03
AFR126,A17025,1994-12-03
AFR126,A17026,1994-12-03
AFR126,A17027,1994-12-03
AFR126,A17029,1994-12-04
AFR126,A17031,1994-12-04
AFR126,A17032,1994-12-04
AFR126,A17033,1994-12-04
AFR126,A17035,1994-12-04
AFR126,A17036,1994-12-04
AFR126,A17037,1994-12-04
AFR126,A17038,1994-12-04
AFR126,A17039,1994-12-04
AFR126,A17041,1994-12-04
AFR126,A17042,1994-12-04
AFR126,A17043,1994-12-04
AFR126,A17045,1994-12-04
AFR126,A17046,1994-12-04
AFR126,A17048,1994-12-04
AFR126,A17049,1994-12-05
AFR126,A17050,1994-12-05
AFR126,A17052,1994-12-05
AFR126,A17053,1994-12-05
AFR126,A17055,1994-12-05
AFR126,A17056,1994-12-05
AFR126,A17057,1994-12-05
AFR126,A17059,1994-12-05
AFR126,A17060,1994-12-05
AFR126,A17061,1994-12-05
AFR126,A17062,1994-12-05
AFR126,A17063,1994-12-05
AFR126,A17064,1994-12-05
AFR126,A17065,1994-12-05
AFR126,A17066,1994-12-05
AFR126,A16691,1994-11-14
AFR126,A16694,1994-11-15
AFR126,A16723,1994-11-17
AFR126,A16713,1994-11-17
AFR132,A17615,1995-11-14
AFR132,A17617,1995-11-14
AFR132,A17634,1995-11-15
AFR132,A17638,1995-11-15
AFR132,A17657,1995-11-16
AFR132,A17660,1995-11-16
AFR132,A17662,1995-11-16
AFR132,A17665,1995-11-16
AFR132,A17668,1995-11-16
AFR132,A17670,1995-11-17
AFR132,A17688,1995-11-17
AFR132,A17691,1995-11-17
AFR132,A17693,1995-11-17
AFR132,A17696,1995-11-18
AFR132,A17698,1995-11-18
AFR132,A17712,1995-11-18
AFR132,A17715,1995-11-18
AFR132,A17717,1995-11-18
AFR132,A17720,1995-11-19
AFR132,A17722,1995-11-19
AFR132,A17750,1995-11-20
AFR132,A17751,1995-11-20
AFR132,A17753,1995-11-20
AFR132,A17754,1995-11-20
AFR132,A17769,1995-11-21
AFR132,A17770,1995-11-21
AFR132,A17771,1995-11-21
AFR132,A17773,1995-11-21
AFR132,A17774,1995-11-21
AFR132,A17776,1995-11-21
AFR132,A17777,1995-11-21
AFR132,A17778,1995-11-22
AFR132,A17779,1995-11-22
AFR132,A17780,1995-11-22
AFR132,A17781,1995-11-22
AFR132,A17795,1995-11-22
AFR132,A17797,1995-11-23
AFR132,A17798,1995-11-23
AFR132,A17799,1995-11-23
AFR132,A17800,1995-11-23
AFR132,A17801,1995-11-23
AFR132,A17802,1995-11-23
AFR132,A17803,1995-11-23
AFR132,A17804,1995-11-23
AFR132,A17805,1995-11-23
AFR132,A17834,1995-11-25
AFR132,A17836,1995-11-25
AFR132,A17837,1995-11-25
AFR132,A17838,1995-11-25
AFR132,A17840,1995-11-26
AFR132,A17841,1995-11-26
AFR132,A17849,1995-11-26
AFR132,A17851,1995-11-26
AFR132,A17853,1995-11-27
AFR132,A17854,1995-11-27
AFR132,A17604,1995-11-14
AFR132,A17605,1995-11-14
AFR132,A17607,1995-11-14
AFR132,A17608,1995-11-14
AFR132,A17609,1995-11-14
AFR132,A17611,1995-11-14
AFR132,A17612,1995-11-14
AFR132,A17614,1995-11-14
AFR132,A17616,1995-11-14
AFR132,A17618,1995-11-14
AFR132,A17633,1995-11-15
AFR132,A17637,1995-11-15
AFR132,A17640,1995-11-15
AFR132,A17641,1995-11-15
AFR132,A17642,1995-11-16
AFR132,A17643,1995-11-16
AFR132,A17644,1995-11-16
AFR132,A17645,1995-11-16
AFR132,A17646,1995-11-16
AFR132,A17648,1995-11-16
AFR132,A17649,1995-11-16
AFR132,A17650,1995-11-16
AFR132,A17651,1995-11-16
AFR132,A17652,1995-11-16
AFR132,A17653,1995-11-16
AFR132,A17655,1995-11-16
AFR132,A17656,1995-11-16
AFR132,A17658,1995-11-16
AFR132,A17661,1995-11-16
AFR132,A17663,1995-11-16
AFR132,A17666,1995-11-16
AFR132,A17669,1995-11-17
AFR132,A17671,1995-11-17
AFR132,A17672,1995-11-17
AFR132,A17673,1995-11-17
AFR132,A17674,1995-11-17
AFR132,A17675,1995-11-17
AFR132,A17676,1995-11-17
AFR132,A17677,1995-11-17
AFR132,A17678,1995-11-17
AFR132,A17679,1995-11-17
AFR132,A17680,1995-11-17
AFR132,A17682,1995-11-17
AFR132,A17683,1995-11-17
AFR132,A17684,1995-11-17
AFR132,A17686,1995-11-17
AFR132,A17687,1995-11-17
AFR132,A17690,1995-11-17
AFR132,A17692,1995-11-17
